window_start,window_end,wind_speed_mean,wind_speed_median,wind_speed_max,wind_dir_mean,wind_dir_median,wind_dir_std
2024-08-23 15:00:00,2024-08-23 18:00:00,1.6,1.4,5.7,277.0,277.0,16.0
2024-08-23 16:30:00,2024-08-23 19:30:00,1.1,1.1,2.9,289.0,289.0,15.0
2024-08-23 18:00:00,2024-08-23 21:00:00,0.8,0.9,2.1,295.0,295.0,24.0
2024-08-23 19:30:00,2024-08-23 22:30:00,1.0,1.1,2.1,295.0,295.0,24.0
2024-08-23 21:00:00,2024-08-24 00:00:00,1.2,1.1,2.5,294.0,294.0,16.0
2024-08-24 00:00:00,2024-08-24 03:00:00,1.0,1.0,2.2,287.0,287.0,16.0
2024-08-23 22:30:00,2024-08-24 01:30:00,1.1,1.1,2.5,288.0,288.0,18.0
2024-08-24 01:30:00,2024-08-24 04:30:00,1.1,1.1,1.8,293.0,293.0,12.0
2024-08-24 03:00:00,2024-08-24 06:00:00,1.1,1.1,1.7,295.0,295.0,10.0
2024-08-24 04:30:00,2024-08-24 07:30:00,0.8,0.8,1.6,264.0,264.0,61.0
2024-08-24 06:00:00,2024-08-24 09:00:00,1.0,0.7,3.8,143.0,143.0,66.0
2024-08-24 07:30:00,2024-08-24 10:30:00,1.6,1.6,4.1,102.0,102.0,25.0
2024-08-24 09:00:00,2024-08-24 12:00:00,1.9,1.8,4.6,92.0,92.0,25.0
2024-08-24 12:00:00,2024-08-24 15:00:00,1.3,1.2,4.1,84.0,84.0,46.0
2024-08-24 10:30:00,2024-08-24 13:30:00,1.6,1.6,4.6,89.0,89.0,37.0
2024-08-24 13:30:00,2024-08-24 16:30:00,1.1,1.1,3.1,77.0,77.0,38.0
2024-08-24 15:00:00,2024-08-24 18:00:00,1.0,1.0,2.9,75.0,75.0,34.0
2024-08-24 18:00:00,2024-08-24 21:00:00,0.7,0.7,3.0,138.0,138.0,69.0
2024-08-24 16:30:00,2024-08-24 19:30:00,0.9,0.9,3.0,94.0,94.0,40.0
2024-08-24 19:30:00,2024-08-24 22:30:00,0.9,0.7,5.5,226.0,226.0,64.0
2024-08-24 21:00:00,2024-08-25 00:00:00,1.6,1.4,6.8,260.0,260.0,35.0
2024-08-24 22:30:00,2024-08-25 01:30:00,2.4,2.4,6.8,277.0,277.0,13.0
2024-08-25 00:00:00,2024-08-25 03:00:00,2.7,2.6,7.4,275.0,275.0,13.0
2024-08-25 01:30:00,2024-08-25 04:30:00,2.0,1.8,7.4,269.0,269.0,16.0
2024-08-25 03:00:00,2024-08-25 06:00:00,1.7,1.6,5.5,271.0,271.0,18.0
2024-08-25 04:30:00,2024-08-25 07:30:00,1.7,1.6,6.3,277.0,277.0,35.0
2024-08-25 06:00:00,2024-08-25 09:00:00,1.6,1.5,6.3,275.0,275.0,46.0
2024-08-25 07:30:00,2024-08-25 10:30:00,1.4,1.3,5.6,274.0,274.0,49.0
2024-08-25 09:00:00,2024-08-25 12:00:00,1.2,1.1,5.6,280.0,280.0,45.0
2024-08-25 10:30:00,2024-08-25 13:30:00,0.9,0.8,5.0,284.0,284.0,53.0
2024-08-25 12:00:00,2024-08-25 15:00:00,0.6,0.5,2.7,353.0,353.0,130.0
2024-08-25 13:30:00,2024-08-25 16:30:00,0.9,0.9,2.7,107.0,107.0,53.0
2024-08-25 15:00:00,2024-08-25 18:00:00,1.2,1.2,3.0,118.0,118.0,21.0
2024-08-25 16:30:00,2024-08-25 19:30:00,0.8,0.6,3.0,112.0,112.0,38.0
2024-08-25 19:30:00,2024-08-25 22:30:00,0.4,0.4,1.0,65.0,65.0,38.0
2024-08-25 18:00:00,2024-08-25 21:00:00,0.4,0.4,1.3,91.0,91.0,50.0
2024-08-25 21:00:00,2024-08-26 00:00:00,0.4,0.4,1.0,30.0,30.0,69.0
2024-08-25 22:30:00,2024-08-26 01:30:00,0.3,0.3,1.2,26.0,26.0,80.0
2024-08-26 00:00:00,2024-08-26 03:00:00,0.4,0.4,1.4,52.0,52.0,64.0
2024-08-26 01:30:00,2024-08-26 04:30:00,0.6,0.5,1.9,64.0,64.0,54.0
2024-08-26 03:00:00,2024-08-26 06:00:00,0.7,0.7,1.9,72.0,72.0,39.0
2024-08-26 04:30:00,2024-08-26 07:30:00,0.6,0.6,1.8,60.0,60.0,77.0
2024-08-26 06:00:00,2024-08-26 09:00:00,0.7,0.7,2.9,52.0,52.0,87.0
2024-08-26 07:30:00,2024-08-26 10:30:00,0.7,0.7,3.0,66.0,66.0,87.0
2024-08-26 09:00:00,2024-08-26 12:00:00,0.5,0.4,3.0,66.0,66.0,108.0
2024-08-26 10:30:00,2024-08-26 13:30:00,0.4,0.4,2.5,64.0,64.0,107.0
2024-08-26 13:30:00,2024-08-26 16:30:00,0.6,0.6,2.6,78.0,78.0,76.0
2024-08-26 12:00:00,2024-08-26 15:00:00,0.5,0.4,2.5,77.0,77.0,104.0
2024-08-26 15:00:00,2024-08-26 18:00:00,0.6,0.5,2.6,96.0,96.0,62.0
2024-08-26 16:30:00,2024-08-26 19:30:00,0.4,0.4,2.1,130.0,130.0,71.0
2024-08-26 18:00:00,2024-08-26 21:00:00,0.6,0.4,2.6,134.0,134.0,61.0
2024-08-26 19:30:00,2024-08-26 22:30:00,0.6,0.5,2.6,120.0,120.0,36.0
2024-08-26 21:00:00,2024-08-27 00:00:00,0.4,0.3,1.2,88.0,88.0,62.0
2024-08-26 22:30:00,2024-08-27 01:30:00,0.4,0.3,1.4,1.0,1.0,74.0
2024-08-27 00:00:00,2024-08-27 03:00:00,0.4,0.3,1.4,353.0,353.0,86.0
2024-08-27 03:00:00,2024-08-27 06:00:00,1.1,1.1,2.5,72.0,72.0,15.0
2024-08-27 01:30:00,2024-08-27 04:30:00,0.7,0.7,2.3,68.0,68.0,58.0
2024-08-27 04:30:00,2024-08-27 07:30:00,1.5,1.3,4.4,73.0,73.0,17.0
2024-08-27 06:00:00,2024-08-27 09:00:00,2.4,2.5,6.7,80.0,80.0,18.0
2024-08-27 07:30:00,2024-08-27 10:30:00,3.2,3.1,6.8,84.0,84.0,16.0
2024-08-27 09:00:00,2024-08-27 12:00:00,3.4,3.4,7.4,84.0,84.0,17.0
2024-08-27 10:30:00,2024-08-27 13:30:00,3.4,3.3,7.4,82.0,82.0,17.0
2024-08-27 12:00:00,2024-08-27 15:00:00,2.9,2.9,7.3,80.0,80.0,20.0
2024-08-27 13:30:00,2024-08-27 16:30:00,2.6,2.5,6.6,79.0,79.0,19.0
2024-08-27 15:00:00,2024-08-27 18:00:00,2.1,2.0,5.2,73.0,73.0,15.0
2024-08-27 16:30:00,2024-08-27 19:30:00,1.1,1.0,5.0,51.0,51.0,48.0
2024-08-27 18:00:00,2024-08-27 21:00:00,0.6,0.5,2.3,11.0,11.0,62.0
2024-08-27 19:30:00,2024-08-27 22:30:00,0.4,0.4,1.3,350.0,350.0,69.0
2024-08-27 21:00:00,2024-08-28 00:00:00,0.4,0.4,1.3,319.0,319.0,64.0
2024-08-27 22:30:00,2024-08-28 01:30:00,0.4,0.4,1.4,313.0,313.0,71.0
2024-08-28 00:00:00,2024-08-28 03:00:00,0.5,0.4,1.4,312.0,312.0,85.0
2024-08-28 01:30:00,2024-08-28 04:30:00,0.5,0.5,1.3,302.0,302.0,66.0
2024-08-28 03:00:00,2024-08-28 06:00:00,0.6,0.5,1.6,297.0,297.0,58.0
2024-08-28 04:30:00,2024-08-28 07:30:00,0.7,0.6,2.0,256.0,256.0,74.0
2024-08-28 06:00:00,2024-08-28 09:00:00,0.7,0.7,2.6,208.0,208.0,61.0
2024-08-28 07:30:00,2024-08-28 10:30:00,1.1,1.0,3.6,231.0,231.0,53.0
2024-08-28 09:00:00,2024-08-28 12:00:00,1.1,1.1,3.6,235.0,235.0,57.0
2024-08-28 12:00:00,2024-08-28 15:00:00,0.9,0.8,3.1,239.0,239.0,78.0
2024-08-28 10:30:00,2024-08-28 13:30:00,0.9,0.9,3.1,223.0,223.0,78.0
2024-08-28 13:30:00,2024-08-28 16:30:00,0.6,0.6,2.6,346.0,346.0,131.0
2024-08-28 15:00:00,2024-08-28 18:00:00,0.5,0.5,2.0,24.0,24.0,56.0
2024-08-28 18:00:00,2024-08-28 21:00:00,0.3,0.3,0.9,324.0,324.0,46.0
2024-08-28 16:30:00,2024-08-28 19:30:00,0.4,0.4,1.2,353.0,353.0,47.0
2024-08-28 19:30:00,2024-08-28 22:30:00,0.3,0.2,0.9,317.0,317.0,60.0
2024-08-28 21:00:00,2024-08-29 00:00:00,0.4,0.3,1.0,310.0,310.0,70.0
2024-08-29 00:00:00,2024-08-29 03:00:00,1.0,1.0,2.0,294.0,294.0,15.0
2024-08-28 22:30:00,2024-08-29 01:30:00,0.7,0.7,1.7,298.0,298.0,46.0
2024-08-29 01:30:00,2024-08-29 04:30:00,0.8,0.8,2.0,289.0,289.0,34.0
2024-08-29 03:00:00,2024-08-29 06:00:00,0.4,0.4,1.3,287.0,287.0,43.0
2024-08-29 04:30:00,2024-08-29 07:30:00,0.6,0.5,2.3,272.0,272.0,36.0
2024-08-29 06:00:00,2024-08-29 09:00:00,1.0,1.0,2.7,259.0,259.0,32.0
2024-08-29 07:30:00,2024-08-29 10:30:00,0.9,0.9,3.2,243.0,243.0,69.0
2024-08-29 09:00:00,2024-08-29 12:00:00,1.0,0.9,4.3,144.0,144.0,78.0
2024-08-29 10:30:00,2024-08-29 13:30:00,1.5,1.4,4.4,110.0,110.0,47.0
2024-08-29 12:00:00,2024-08-29 15:00:00,1.5,1.5,4.4,93.0,93.0,35.0
2024-08-29 13:30:00,2024-08-29 16:30:00,1.0,0.9,4.1,69.0,69.0,49.0
2024-08-29 15:00:00,2024-08-29 18:00:00,0.6,0.5,2.4,24.0,24.0,55.0
2024-08-29 16:30:00,2024-08-29 19:30:00,0.4,0.3,1.7,349.0,349.0,55.0
2024-08-29 19:30:00,2024-08-29 22:30:00,0.6,0.5,1.5,350.0,350.0,75.0
2024-08-29 18:00:00,2024-08-29 21:00:00,0.3,0.3,1.1,10.0,10.0,71.0
2024-08-29 21:00:00,2024-08-30 00:00:00,0.8,0.8,1.8,304.0,304.0,33.0
2024-08-29 22:30:00,2024-08-30 01:30:00,0.7,0.8,1.8,305.0,305.0,29.0
2024-08-30 01:30:00,2024-08-30 04:30:00,0.5,0.4,1.3,326.0,326.0,74.0
2024-08-30 00:00:00,2024-08-30 03:00:00,0.5,0.5,1.3,319.0,319.0,63.0
2024-08-30 03:00:00,2024-08-30 06:00:00,0.5,0.4,1.3,311.0,311.0,67.0
2024-08-30 04:30:00,2024-08-30 07:30:00,0.5,0.5,1.6,306.0,306.0,92.0
2024-08-30 06:00:00,2024-08-30 09:00:00,0.8,0.7,2.8,79.0,79.0,92.0
2024-08-30 09:00:00,2024-08-30 12:00:00,2.0,2.0,4.9,83.0,83.0,24.0
2024-08-30 10:30:00,2024-08-30 13:30:00,1.9,1.9,4.9,82.0,82.0,28.0
2024-08-30 07:30:00,2024-08-30 10:30:00,1.5,1.5,4.9,84.0,84.0,39.0
2024-08-30 12:00:00,2024-08-30 15:00:00,1.8,1.7,4.9,81.0,81.0,30.0
2024-08-30 15:00:00,2024-08-30 18:00:00,0.9,0.8,3.6,51.0,51.0,38.0
2024-08-30 13:30:00,2024-08-30 16:30:00,1.4,1.3,4.9,68.0,68.0,34.0
2024-08-30 16:30:00,2024-08-30 19:30:00,0.7,0.6,2.1,37.0,37.0,48.0
2024-08-30 18:00:00,2024-08-30 21:00:00,0.6,0.5,2.1,15.0,15.0,65.0
2024-08-30 19:30:00,2024-08-30 22:30:00,0.5,0.5,1.2,329.0,329.0,62.0
2024-08-30 21:00:00,2024-08-31 00:00:00,0.5,0.5,1.2,308.0,308.0,55.0
2024-08-30 22:30:00,2024-08-31 01:30:00,0.4,0.4,1.5,299.0,299.0,62.0
2024-08-31 00:00:00,2024-08-31 03:00:00,0.7,0.8,1.8,295.0,295.0,40.0
2024-08-31 01:30:00,2024-08-31 04:30:00,0.9,0.9,1.8,293.0,293.0,20.0
2024-08-31 03:00:00,2024-08-31 06:00:00,0.7,0.8,1.9,287.0,287.0,38.0
2024-08-31 04:30:00,2024-08-31 07:30:00,0.6,0.5,1.9,252.0,252.0,61.0
2024-08-31 06:00:00,2024-08-31 09:00:00,0.7,0.6,3.0,182.0,182.0,93.0
2024-08-31 07:30:00,2024-08-31 10:30:00,1.1,1.0,4.1,87.0,87.0,65.0
2024-08-31 09:00:00,2024-08-31 12:00:00,1.6,1.5,5.2,77.0,77.0,45.0
2024-08-31 10:30:00,2024-08-31 13:30:00,2.2,2.2,7.0,74.0,74.0,31.0
2024-08-31 12:00:00,2024-08-31 15:00:00,2.8,2.7,7.0,75.0,75.0,19.0
2024-08-31 13:30:00,2024-08-31 16:30:00,2.6,2.5,6.7,73.0,73.0,17.0
2024-08-31 15:00:00,2024-08-31 18:00:00,1.7,1.6,6.4,56.0,56.0,33.0
2024-08-31 16:30:00,2024-08-31 19:30:00,0.7,0.6,4.1,31.0,31.0,43.0
2024-08-31 18:00:00,2024-08-31 21:00:00,0.8,0.8,3.2,44.0,44.0,40.0
2024-08-31 19:30:00,2024-08-31 22:30:00,1.4,1.4,3.2,63.0,63.0,16.0
2024-08-31 21:00:00,2024-09-01 00:00:00,1.5,1.5,3.2,67.0,67.0,11.0
2024-08-31 22:30:00,2024-09-01 01:30:00,1.4,1.4,3.7,64.0,64.0,12.0
2024-09-01 00:00:00,2024-09-01 03:00:00,1.2,1.2,3.9,61.0,61.0,18.0
2024-09-01 01:30:00,2024-09-01 04:30:00,1.1,1.1,3.9,60.0,60.0,21.0
2024-09-01 03:00:00,2024-09-01 06:00:00,1.1,1.1,3.4,62.0,62.0,21.0
2024-09-01 04:30:00,2024-09-01 07:30:00,1.3,1.2,3.4,72.0,72.0,21.0
2024-09-01 06:00:00,2024-09-01 09:00:00,1.4,1.3,3.5,81.0,81.0,23.0
2024-09-01 07:30:00,2024-09-01 10:30:00,1.3,1.3,3.5,89.0,89.0,33.0
2024-09-01 09:00:00,2024-09-01 12:00:00,1.3,1.3,4.5,92.0,92.0,47.0
2024-09-01 10:30:00,2024-09-01 13:30:00,1.2,1.2,5.0,86.0,86.0,62.0
2024-09-01 12:00:00,2024-09-01 15:00:00,1.2,1.1,5.0,84.0,84.0,56.0
2024-09-01 13:30:00,2024-09-01 16:30:00,1.0,1.0,3.2,64.0,64.0,52.0
2024-09-01 15:00:00,2024-09-01 18:00:00,0.6,0.4,3.2,17.0,17.0,52.0
2024-09-01 16:30:00,2024-09-01 19:30:00,0.6,0.5,2.1,27.0,27.0,41.0
2024-09-01 18:00:00,2024-09-01 21:00:00,0.7,0.6,2.1,35.0,35.0,55.0
2024-09-01 19:30:00,2024-09-01 22:30:00,0.4,0.4,1.5,346.0,346.0,67.0
2024-09-01 21:00:00,2024-09-02 00:00:00,0.6,0.5,2.8,312.0,312.0,57.0
2024-09-01 22:30:00,2024-09-02 01:30:00,1.6,1.5,5.1,285.0,285.0,32.0
2024-09-02 00:00:00,2024-09-02 03:00:00,2.0,2.0,5.1,276.0,276.0,15.0
2024-09-02 01:30:00,2024-09-02 04:30:00,1.6,1.4,5.0,271.0,271.0,15.0
2024-09-02 03:00:00,2024-09-02 06:00:00,1.8,1.6,7.2,277.0,277.0,18.0
2024-09-02 06:00:00,2024-09-02 09:00:00,0.7,0.7,2.5,185.0,185.0,74.0
2024-09-02 04:30:00,2024-09-02 07:30:00,1.4,1.0,7.2,274.0,274.0,78.0
2024-09-02 07:30:00,2024-09-02 10:30:00,0.8,0.7,3.9,213.0,213.0,70.0
2024-09-02 09:00:00,2024-09-02 12:00:00,1.0,0.9,4.0,211.0,211.0,106.0
2024-09-02 12:00:00,2024-09-02 15:00:00,0.8,0.8,3.4,110.0,110.0,109.0
2024-09-02 10:30:00,2024-09-02 13:30:00,1.0,0.9,4.0,154.0,154.0,101.0
2024-09-02 13:30:00,2024-09-02 16:30:00,0.7,0.6,3.0,60.0,60.0,108.0
2024-09-02 15:00:00,2024-09-02 18:00:00,0.5,0.4,3.0,321.0,321.0,93.0
2024-09-02 16:30:00,2024-09-02 19:30:00,0.4,0.4,1.9,311.0,311.0,52.0
2024-09-02 18:00:00,2024-09-02 21:00:00,0.5,0.4,3.3,301.0,301.0,50.0
2024-09-02 19:30:00,2024-09-02 22:30:00,0.8,0.8,3.8,260.0,260.0,54.0
2024-09-02 21:00:00,2024-09-03 00:00:00,0.9,0.9,3.8,256.0,256.0,66.0
2024-09-02 22:30:00,2024-09-03 01:30:00,0.7,0.6,2.8,302.0,302.0,71.0
2024-09-03 00:00:00,2024-09-03 03:00:00,0.5,0.5,1.6,332.0,332.0,69.0
2024-09-03 01:30:00,2024-09-03 04:30:00,0.5,0.4,1.4,312.0,312.0,71.0
2024-09-03 03:00:00,2024-09-03 06:00:00,0.5,0.5,1.4,262.0,262.0,85.0
2024-09-03 04:30:00,2024-09-03 07:30:00,0.6,0.5,3.6,198.0,198.0,74.0
2024-09-03 06:00:00,2024-09-03 09:00:00,0.9,0.8,3.6,234.0,234.0,52.0
2024-09-03 07:30:00,2024-09-03 10:30:00,1.0,0.9,3.6,251.0,251.0,58.0
2024-09-03 09:00:00,2024-09-03 12:00:00,0.9,0.9,2.9,219.0,219.0,86.0
2024-09-03 10:30:00,2024-09-03 13:30:00,0.9,0.8,3.2,166.0,166.0,101.0
2024-09-03 12:00:00,2024-09-03 15:00:00,0.9,0.8,3.2,234.0,234.0,114.0
2024-09-03 15:00:00,2024-09-03 18:00:00,0.4,0.4,2.1,337.0,337.0,64.0
2024-09-03 13:30:00,2024-09-03 16:30:00,0.7,0.6,2.8,321.0,321.0,100.0
2024-09-03 16:30:00,2024-09-03 19:30:00,0.3,0.3,0.8,331.0,331.0,49.0
2024-09-03 18:00:00,2024-09-03 21:00:00,0.3,0.3,1.1,331.0,331.0,50.0
2024-09-03 19:30:00,2024-09-03 22:30:00,0.4,0.4,1.5,334.0,334.0,71.0
2024-09-03 21:00:00,2024-09-04 00:00:00,0.3,0.3,1.5,332.0,332.0,76.0
2024-09-03 22:30:00,2024-09-04 01:30:00,0.4,0.4,1.4,312.0,312.0,55.0
2024-09-04 00:00:00,2024-09-04 03:00:00,0.6,0.6,1.4,297.0,297.0,51.0
2024-09-04 01:30:00,2024-09-04 04:30:00,0.7,0.8,2.1,284.0,284.0,34.0
2024-09-04 03:00:00,2024-09-04 06:00:00,0.9,0.9,3.2,279.0,279.0,20.0
2024-09-04 04:30:00,2024-09-04 07:30:00,1.4,1.3,4.5,276.0,276.0,19.0
2024-09-04 06:00:00,2024-09-04 09:00:00,2.1,2.0,5.3,274.0,274.0,17.0
2024-09-04 07:30:00,2024-09-04 10:30:00,2.2,2.2,5.9,275.0,275.0,23.0
2024-09-04 09:00:00,2024-09-04 12:00:00,1.9,1.9,5.9,278.0,278.0,34.0
2024-09-04 10:30:00,2024-09-04 13:30:00,1.4,1.3,4.8,273.0,273.0,65.0
2024-09-04 12:00:00,2024-09-04 15:00:00,1.0,0.9,3.5,246.0,246.0,123.0
2024-09-04 13:30:00,2024-09-04 16:30:00,0.8,0.7,3.8,79.0,79.0,92.0
2024-09-04 15:00:00,2024-09-04 18:00:00,0.9,0.7,6.6,108.0,108.0,93.0
2024-09-04 16:30:00,2024-09-04 19:30:00,1.1,0.8,6.6,101.0,101.0,171.0
2024-09-04 18:00:00,2024-09-04 21:00:00,1.0,0.8,5.0,321.0,321.0,149.0
2024-09-04 19:30:00,2024-09-04 22:30:00,0.8,0.7,3.5,262.0,262.0,132.0
2024-09-04 21:00:00,2024-09-05 00:00:00,0.6,0.5,3.1,340.0,340.0,118.0
2024-09-04 22:30:00,2024-09-05 01:30:00,0.5,0.4,1.9,33.0,33.0,81.0
2024-09-05 00:00:00,2024-09-05 03:00:00,0.9,1.0,2.4,51.0,51.0,39.0
2024-09-05 03:00:00,2024-09-05 06:00:00,2.1,2.0,4.4,78.0,78.0,14.0
2024-09-05 01:30:00,2024-09-05 04:30:00,1.6,1.5,3.8,68.0,68.0,12.0
2024-09-05 04:30:00,2024-09-05 07:30:00,2.2,2.1,4.7,87.0,87.0,16.0
2024-09-05 06:00:00,2024-09-05 09:00:00,2.6,2.6,5.5,87.0,87.0,16.0
2024-09-05 07:30:00,2024-09-05 10:30:00,3.2,3.2,7.2,85.0,85.0,14.0
2024-09-05 09:00:00,2024-09-05 12:00:00,3.5,3.4,7.2,88.0,88.0,15.0
2024-09-05 10:30:00,2024-09-05 13:30:00,3.3,3.3,7.1,88.0,88.0,15.0
2024-09-05 12:00:00,2024-09-05 15:00:00,3.2,3.1,6.7,85.0,85.0,15.0
2024-09-05 13:30:00,2024-09-05 16:30:00,2.6,2.6,6.7,85.0,85.0,14.0
2024-09-05 15:00:00,2024-09-05 18:00:00,1.7,1.6,5.5,83.0,83.0,15.0
2024-09-05 16:30:00,2024-09-05 19:30:00,1.4,1.3,3.8,83.0,83.0,49.0
2024-09-05 18:00:00,2024-09-05 21:00:00,1.1,1.1,3.8,323.0,323.0,93.0
2024-09-05 19:30:00,2024-09-05 22:30:00,1.3,1.3,4.8,291.0,291.0,28.0
2024-09-05 21:00:00,2024-09-06 00:00:00,2.2,2.1,6.9,281.0,281.0,19.0
2024-09-05 22:30:00,2024-09-06 01:30:00,2.3,2.3,6.9,273.0,273.0,15.0
2024-09-06 00:00:00,2024-09-06 03:00:00,2.0,1.9,5.3,271.0,271.0,16.0
2024-09-06 01:30:00,2024-09-06 04:30:00,2.0,1.9,5.3,271.0,271.0,16.0
2024-09-06 03:00:00,2024-09-06 06:00:00,1.8,1.8,4.5,270.0,270.0,16.0
2024-09-06 04:30:00,2024-09-06 07:30:00,1.7,1.7,4.5,273.0,273.0,17.0
2024-09-06 06:00:00,2024-09-06 09:00:00,1.5,1.4,4.3,270.0,270.0,21.0
2024-09-06 07:30:00,2024-09-06 10:30:00,1.1,1.1,3.8,259.0,259.0,64.0
2024-09-06 09:00:00,2024-09-06 12:00:00,1.1,1.0,3.8,97.0,97.0,90.0
2024-09-06 10:30:00,2024-09-06 13:30:00,1.1,1.0,3.8,90.0,90.0,79.0
2024-09-06 12:00:00,2024-09-06 15:00:00,0.9,0.8,3.6,98.0,98.0,98.0
2024-09-06 13:30:00,2024-09-06 16:30:00,0.8,0.7,3.6,77.0,77.0,94.0
2024-09-06 15:00:00,2024-09-06 18:00:00,0.5,0.4,2.7,353.0,353.0,74.0
2024-09-06 16:30:00,2024-09-06 19:30:00,0.4,0.3,1.4,337.0,337.0,48.0
2024-09-06 18:00:00,2024-09-06 21:00:00,0.5,0.5,1.4,319.0,319.0,49.0
2024-09-06 21:00:00,2024-09-07 00:00:00,0.4,0.3,0.8,304.0,304.0,56.0
2024-09-06 22:30:00,2024-09-07 01:30:00,0.4,0.4,0.9,297.0,297.0,43.0
2024-09-06 19:30:00,2024-09-06 22:30:00,0.5,0.4,1.4,309.0,309.0,58.0
2024-09-07 00:00:00,2024-09-07 03:00:00,0.3,0.3,0.9,295.0,295.0,54.0
2024-09-07 01:30:00,2024-09-07 04:30:00,0.5,0.4,1.6,291.0,291.0,42.0
2024-09-07 03:00:00,2024-09-07 06:00:00,0.6,0.6,1.6,293.0,293.0,30.0
2024-09-07 06:00:00,2024-09-07 09:00:00,0.7,0.6,3.5,88.0,88.0,98.0
2024-09-07 04:30:00,2024-09-07 07:30:00,0.5,0.5,1.5,294.0,294.0,62.0
2024-09-07 07:30:00,2024-09-07 10:30:00,1.3,1.2,4.4,88.0,88.0,37.0
2024-09-07 09:00:00,2024-09-07 12:00:00,1.8,1.7,4.9,85.0,85.0,32.0
2024-09-07 10:30:00,2024-09-07 13:30:00,1.9,1.9,5.4,82.0,82.0,38.0
2024-09-07 12:00:00,2024-09-07 15:00:00,1.8,1.7,5.4,76.0,76.0,35.0
2024-09-07 13:30:00,2024-09-07 16:30:00,1.6,1.5,5.3,72.0,72.0,27.0
2024-09-07 15:00:00,2024-09-07 18:00:00,1.1,1.0,4.7,58.0,58.0,26.0
2024-09-07 18:00:00,2024-09-07 21:00:00,0.6,0.5,2.2,32.0,32.0,66.0
2024-09-07 16:30:00,2024-09-07 19:30:00,0.7,0.7,2.2,39.0,39.0,53.0
2024-09-07 19:30:00,2024-09-07 22:30:00,0.5,0.4,2.1,14.0,14.0,66.0
2024-09-07 21:00:00,2024-09-08 00:00:00,0.4,0.4,1.4,319.0,319.0,52.0
2024-09-07 22:30:00,2024-09-08 01:30:00,0.8,0.8,1.8,297.0,297.0,28.0
2024-09-08 00:00:00,2024-09-08 03:00:00,1.0,1.0,1.9,288.0,288.0,15.0
2024-09-08 01:30:00,2024-09-08 04:30:00,0.9,0.9,2.9,290.0,290.0,40.0
2024-09-08 03:00:00,2024-09-08 06:00:00,1.1,1.1,3.8,283.0,283.0,42.0
2024-09-08 06:00:00,2024-09-08 09:00:00,1.1,1.1,3.1,259.0,259.0,33.0
2024-09-08 04:30:00,2024-09-08 07:30:00,1.2,1.1,3.8,267.0,267.0,26.0
2024-09-08 07:30:00,2024-09-08 10:30:00,1.1,1.1,3.1,268.0,268.0,41.0
2024-09-08 09:00:00,2024-09-08 12:00:00,1.1,1.0,3.1,277.0,277.0,39.0
2024-09-08 10:30:00,2024-09-08 13:30:00,1.0,1.0,3.6,279.0,279.0,35.0
2024-09-08 13:30:00,2024-09-08 16:30:00,1.1,1.1,3.5,282.0,282.0,20.0
2024-09-08 12:00:00,2024-09-08 15:00:00,1.2,1.2,3.6,281.0,281.0,26.0
2024-09-08 15:00:00,2024-09-08 18:00:00,0.8,0.8,2.6,282.0,282.0,19.0
2024-09-08 16:30:00,2024-09-08 19:30:00,0.9,0.9,2.6,282.0,282.0,13.0
2024-09-08 18:00:00,2024-09-08 21:00:00,0.8,0.8,2.8,281.0,281.0,42.0
2024-09-08 19:30:00,2024-09-08 22:30:00,1.7,1.2,8.9,280.0,280.0,42.0
2024-09-08 21:00:00,2024-09-09 00:00:00,2.7,2.4,9.5,281.0,281.0,16.0
2024-09-08 22:30:00,2024-09-09 01:30:00,2.4,2.2,9.5,277.0,277.0,16.0
2024-09-09 01:30:00,2024-09-09 04:30:00,2.2,2.1,5.5,268.0,268.0,16.0
2024-09-09 00:00:00,2024-09-09 03:00:00,2.2,2.2,5.5,271.0,271.0,15.0
2024-09-09 03:00:00,2024-09-09 06:00:00,2.1,2.1,5.3,266.0,266.0,15.0
2024-09-09 04:30:00,2024-09-09 07:30:00,2.0,2.0,5.3,264.0,264.0,16.0
2024-09-09 09:00:00,2024-09-09 12:00:00,3.1,3.0,9.1,269.0,269.0,17.0
2024-09-09 07:30:00,2024-09-09 10:30:00,2.2,2.1,6.5,264.0,264.0,19.0
2024-09-09 06:00:00,2024-09-09 09:00:00,1.9,1.8,5.4,261.0,261.0,18.0
2024-09-09 10:30:00,2024-09-09 13:30:00,3.7,3.6,9.4,269.0,269.0,16.0
2024-09-09 12:00:00,2024-09-09 15:00:00,2.9,2.9,9.4,269.0,269.0,18.0
2024-09-09 15:00:00,2024-09-09 18:00:00,2.3,2.3,8.1,267.0,267.0,17.0
2024-09-09 13:30:00,2024-09-09 16:30:00,2.4,2.3,8.3,269.0,269.0,19.0
2024-09-09 16:30:00,2024-09-09 19:30:00,2.2,2.1,6.2,267.0,267.0,16.0
2024-09-09 21:00:00,2024-09-10 00:00:00,2.6,2.5,7.6,267.0,267.0,14.0
2024-09-09 18:00:00,2024-09-09 21:00:00,2.4,2.3,6.2,267.0,267.0,16.0
2024-09-09 19:30:00,2024-09-09 22:30:00,2.5,2.4,7.6,266.0,266.0,15.0
2024-09-09 22:30:00,2024-09-10 01:30:00,2.6,2.5,6.6,271.0,271.0,14.0
