window_start,window_end,wind_speed_mean,wind_speed_median,wind_speed_max,wind_dir_mean,wind_dir_median,wind_dir_std
2024-05-17 06:00:00,2024-05-17 09:00:00,,,,,,
2024-05-17 07:30:00,2024-05-17 10:30:00,,,,,,
2024-05-17 09:00:00,2024-05-17 12:00:00,,,,,,
2024-05-17 10:30:00,2024-05-17 13:30:00,,,,,,
2024-05-17 15:00:00,2024-05-17 18:00:00,,,,,,
2024-05-17 12:00:00,2024-05-17 15:00:00,,,,,,
2024-05-17 13:30:00,2024-05-17 16:30:00,,,,,,
2024-05-17 16:30:00,2024-05-17 19:30:00,,,,,,
2024-05-17 18:00:00,2024-05-17 21:00:00,,,,,,
2024-05-17 19:30:00,2024-05-17 22:30:00,,,,,,
2024-05-17 21:00:00,2024-05-18 00:00:00,,,,,,
2024-05-17 22:30:00,2024-05-18 01:30:00,,,,,,
2024-05-18 00:00:00,2024-05-18 03:00:00,,,,,,
2024-05-18 01:30:00,2024-05-18 04:30:00,,,,,,
2024-05-18 03:00:00,2024-05-18 06:00:00,,,,,,
2024-05-18 04:30:00,2024-05-18 07:30:00,,,,,,
2024-05-18 06:00:00,2024-05-18 09:00:00,,,,,,
2024-05-18 07:30:00,2024-05-18 10:30:00,,,,,,
2024-05-18 09:00:00,2024-05-18 12:00:00,,,,,,
2024-05-18 10:30:00,2024-05-18 13:30:00,,,,,,
2024-05-18 12:00:00,2024-05-18 15:00:00,,,,,,
2024-05-18 13:30:00,2024-05-18 16:30:00,,,,,,
2024-05-18 15:00:00,2024-05-18 18:00:00,,,,,,
2024-05-18 16:30:00,2024-05-18 19:30:00,,,,,,
2024-05-18 18:00:00,2024-05-18 21:00:00,,,,,,
2024-05-18 19:30:00,2024-05-18 22:30:00,,,,,,
2024-05-18 21:00:00,2024-05-19 00:00:00,,,,,,
2024-05-18 22:30:00,2024-05-19 01:30:00,,,,,,
2024-05-19 00:00:00,2024-05-19 03:00:00,,,,,,
2024-05-19 01:30:00,2024-05-19 04:30:00,,,,,,
2024-05-19 04:30:00,2024-05-19 07:30:00,,,,,,
2024-05-19 03:00:00,2024-05-19 06:00:00,,,,,,
2024-05-19 06:00:00,2024-05-19 09:00:00,,,,,,
2024-05-19 07:30:00,2024-05-19 10:30:00,,,,,,
2024-05-19 10:30:00,2024-05-19 13:30:00,,,,,,
2024-05-19 12:00:00,2024-05-19 15:00:00,,,,,,
2024-05-19 09:00:00,2024-05-19 12:00:00,,,,,,
2024-05-19 13:30:00,2024-05-19 16:30:00,,,,,,
2024-05-19 15:00:00,2024-05-19 18:00:00,,,,,,
2024-05-19 18:00:00,2024-05-19 21:00:00,,,,,,
2024-05-19 16:30:00,2024-05-19 19:30:00,,,,,,
2024-05-19 19:30:00,2024-05-19 22:30:00,,,,,,
2024-05-19 21:00:00,2024-05-20 00:00:00,,,,,,
2024-05-19 22:30:00,2024-05-20 01:30:00,,,,,,
2024-05-20 00:00:00,2024-05-20 03:00:00,0.4,0.3,0.8,303.0,303.0,54.0
2024-05-20 01:30:00,2024-05-20 04:30:00,0.4,0.3,0.8,303.0,303.0,54.0
2024-05-20 03:00:00,2024-05-20 06:00:00,0.7,0.7,0.8,303.0,303.0,5.0
2024-05-20 04:30:00,2024-05-20 07:30:00,,,,,,
2024-05-20 06:00:00,2024-05-20 09:00:00,,,,,,
2024-05-20 07:30:00,2024-05-20 10:30:00,,,,,,
2024-05-20 09:00:00,2024-05-20 12:00:00,,,,,,
2024-05-20 10:30:00,2024-05-20 13:30:00,1.7,1.6,2.4,78.0,78.0,16.0
2024-05-20 12:00:00,2024-05-20 15:00:00,1.7,1.6,2.4,78.0,78.0,16.0
2024-05-20 13:30:00,2024-05-20 16:30:00,,,,,,
2024-05-20 15:00:00,2024-05-20 18:00:00,,,,,,
2024-05-20 16:30:00,2024-05-20 19:30:00,,,,,,
2024-05-20 18:00:00,2024-05-20 21:00:00,0.6,0.6,0.6,286.0,286.0,0.0
2024-05-20 19:30:00,2024-05-20 22:30:00,0.6,0.6,0.6,286.0,286.0,0.0
2024-05-20 21:00:00,2024-05-21 00:00:00,,,,,,
2024-05-20 22:30:00,2024-05-21 01:30:00,,,,,,
2024-05-21 00:00:00,2024-05-21 03:00:00,,,,,,
2024-05-21 01:30:00,2024-05-21 04:30:00,,,,,,
2024-05-21 03:00:00,2024-05-21 06:00:00,,,,,,
2024-05-21 06:00:00,2024-05-21 09:00:00,,,,,,
2024-05-21 04:30:00,2024-05-21 07:30:00,,,,,,
2024-05-21 07:30:00,2024-05-21 10:30:00,,,,,,
2024-05-21 09:00:00,2024-05-21 12:00:00,,,,,,
2024-05-21 12:00:00,2024-05-21 15:00:00,,,,,,
2024-05-21 10:30:00,2024-05-21 13:30:00,,,,,,
2024-05-21 13:30:00,2024-05-21 16:30:00,,,,,,
2024-05-21 15:00:00,2024-05-21 18:00:00,,,,,,
2024-05-21 18:00:00,2024-05-21 21:00:00,,,,,,
2024-05-21 16:30:00,2024-05-21 19:30:00,,,,,,
2024-05-21 19:30:00,2024-05-21 22:30:00,,,,,,
2024-05-21 21:00:00,2024-05-22 00:00:00,,,,,,
2024-05-22 00:00:00,2024-05-22 03:00:00,,,,,,
2024-05-21 22:30:00,2024-05-22 01:30:00,,,,,,
2024-05-22 01:30:00,2024-05-22 04:30:00,,,,,,
2024-05-22 03:00:00,2024-05-22 06:00:00,,,,,,
2024-05-22 07:30:00,2024-05-22 10:30:00,,,,,,
2024-05-22 04:30:00,2024-05-22 07:30:00,,,,,,
2024-05-22 06:00:00,2024-05-22 09:00:00,,,,,,
2024-05-22 09:00:00,2024-05-22 12:00:00,,,,,,
2024-05-22 12:00:00,2024-05-22 15:00:00,,,,,,
2024-05-22 10:30:00,2024-05-22 13:30:00,,,,,,
2024-05-22 13:30:00,2024-05-22 16:30:00,,,,,,
2024-05-22 15:00:00,2024-05-22 18:00:00,,,,,,
2024-05-22 16:30:00,2024-05-22 19:30:00,,,,,,
2024-05-22 18:00:00,2024-05-22 21:00:00,,,,,,
2024-05-22 19:30:00,2024-05-22 22:30:00,,,,,,
2024-05-22 21:00:00,2024-05-23 00:00:00,,,,,,
2024-05-22 22:30:00,2024-05-23 01:30:00,,,,,,
2024-05-23 00:00:00,2024-05-23 03:00:00,,,,,,
2024-05-23 01:30:00,2024-05-23 04:30:00,,,,,,
2024-05-23 03:00:00,2024-05-23 06:00:00,,,,,,
2024-05-23 04:30:00,2024-05-23 07:30:00,,,,,,
2024-05-23 06:00:00,2024-05-23 09:00:00,,,,,,
2024-05-23 07:30:00,2024-05-23 10:30:00,,,,,,
2024-05-23 09:00:00,2024-05-23 12:00:00,,,,,,
2024-05-23 10:30:00,2024-05-23 13:30:00,,,,,,
2024-05-23 12:00:00,2024-05-23 15:00:00,,,,,,
2024-05-23 13:30:00,2024-05-23 16:30:00,,,,,,
2024-05-23 15:00:00,2024-05-23 18:00:00,,,,,,
2024-05-23 16:30:00,2024-05-23 19:30:00,,,,,,
2024-05-23 19:30:00,2024-05-23 22:30:00,,,,,,
2024-05-23 18:00:00,2024-05-23 21:00:00,,,,,,
2024-05-23 21:00:00,2024-05-24 00:00:00,,,,,,
2024-05-23 22:30:00,2024-05-24 01:30:00,,,,,,
2024-05-24 00:00:00,2024-05-24 03:00:00,,,,,,
2024-05-24 03:00:00,2024-05-24 06:00:00,,,,,,
2024-05-24 01:30:00,2024-05-24 04:30:00,,,,,,
2024-05-24 04:30:00,2024-05-24 07:30:00,,,,,,
2024-05-24 06:00:00,2024-05-24 09:00:00,,,,,,
2024-05-24 09:00:00,2024-05-24 12:00:00,,,,,,
2024-05-24 07:30:00,2024-05-24 10:30:00,,,,,,
2024-05-24 10:30:00,2024-05-24 13:30:00,,,,,,
2024-05-24 12:00:00,2024-05-24 15:00:00,,,,,,
2024-05-24 13:30:00,2024-05-24 16:30:00,,,,,,
2024-05-24 16:30:00,2024-05-24 19:30:00,,,,,,
2024-05-24 15:00:00,2024-05-24 18:00:00,,,,,,
2024-05-24 18:00:00,2024-05-24 21:00:00,,,,,,
2024-05-24 19:30:00,2024-05-24 22:30:00,,,,,,
2024-05-24 21:00:00,2024-05-25 00:00:00,,,,,,
2024-05-24 22:30:00,2024-05-25 01:30:00,,,,,,
2024-05-25 00:00:00,2024-05-25 03:00:00,,,,,,
2024-05-25 03:00:00,2024-05-25 06:00:00,,,,,,
2024-05-25 01:30:00,2024-05-25 04:30:00,,,,,,
2024-05-25 04:30:00,2024-05-25 07:30:00,,,,,,
2024-05-25 06:00:00,2024-05-25 09:00:00,,,,,,
2024-05-25 07:30:00,2024-05-25 10:30:00,,,,,,
2024-05-25 10:30:00,2024-05-25 13:30:00,,,,,,
2024-05-25 09:00:00,2024-05-25 12:00:00,,,,,,
2024-05-25 12:00:00,2024-05-25 15:00:00,,,,,,
2024-05-25 13:30:00,2024-05-25 16:30:00,,,,,,
2024-05-25 16:30:00,2024-05-25 19:30:00,,,,,,
2024-05-25 15:00:00,2024-05-25 18:00:00,,,,,,
2024-05-25 18:00:00,2024-05-25 21:00:00,,,,,,
2024-05-25 19:30:00,2024-05-25 22:30:00,,,,,,
2024-05-25 21:00:00,2024-05-26 00:00:00,,,,,,
2024-05-25 22:30:00,2024-05-26 01:30:00,,,,,,
2024-05-26 00:00:00,2024-05-26 03:00:00,,,,,,
2024-05-26 01:30:00,2024-05-26 04:30:00,,,,,,
2024-05-26 03:00:00,2024-05-26 06:00:00,,,,,,
2024-05-26 06:00:00,2024-05-26 09:00:00,,,,,,
2024-05-26 04:30:00,2024-05-26 07:30:00,,,,,,
2024-05-26 07:30:00,2024-05-26 10:30:00,,,,,,
2024-05-26 12:00:00,2024-05-26 15:00:00,,,,,,
2024-05-26 09:00:00,2024-05-26 12:00:00,,,,,,
2024-05-26 10:30:00,2024-05-26 13:30:00,,,,,,
2024-05-26 13:30:00,2024-05-26 16:30:00,,,,,,
2024-05-26 15:00:00,2024-05-26 18:00:00,,,,,,
2024-05-26 16:30:00,2024-05-26 19:30:00,,,,,,
2024-05-26 18:00:00,2024-05-26 21:00:00,,,,,,
2024-05-26 19:30:00,2024-05-26 22:30:00,,,,,,
2024-05-26 22:30:00,2024-05-27 01:30:00,,,,,,
2024-05-27 00:00:00,2024-05-27 03:00:00,,,,,,
2024-05-26 21:00:00,2024-05-27 00:00:00,,,,,,
2024-05-27 01:30:00,2024-05-27 04:30:00,,,,,,
2024-05-27 04:30:00,2024-05-27 07:30:00,,,,,,
2024-05-27 06:00:00,2024-05-27 09:00:00,,,,,,
2024-05-27 03:00:00,2024-05-27 06:00:00,,,,,,
2024-05-27 07:30:00,2024-05-27 10:30:00,,,,,,
2024-05-27 09:00:00,2024-05-27 12:00:00,,,,,,
2024-05-27 10:30:00,2024-05-27 13:30:00,,,,,,
2024-05-27 12:00:00,2024-05-27 15:00:00,,,,,,
2024-05-27 13:30:00,2024-05-27 16:30:00,,,,,,
2024-05-27 15:00:00,2024-05-27 18:00:00,,,,,,
2024-05-27 18:00:00,2024-05-27 21:00:00,,,,,,
2024-05-27 16:30:00,2024-05-27 19:30:00,,,,,,
2024-05-27 19:30:00,2024-05-27 22:30:00,,,,,,
2024-05-27 21:00:00,2024-05-28 00:00:00,,,,,,
2024-05-27 22:30:00,2024-05-28 01:30:00,,,,,,
2024-05-28 00:00:00,2024-05-28 03:00:00,,,,,,
2024-05-28 01:30:00,2024-05-28 04:30:00,,,,,,
2024-05-28 03:00:00,2024-05-28 06:00:00,,,,,,
2024-05-28 04:30:00,2024-05-28 07:30:00,,,,,,
2024-05-28 06:00:00,2024-05-28 09:00:00,,,,,,
2024-05-28 07:30:00,2024-05-28 10:30:00,,,,,,
2024-05-28 09:00:00,2024-05-28 12:00:00,,,,,,
2024-05-28 10:30:00,2024-05-28 13:30:00,,,,,,
2024-05-28 12:00:00,2024-05-28 15:00:00,,,,,,
2024-05-28 13:30:00,2024-05-28 16:30:00,,,,,,
2024-05-28 15:00:00,2024-05-28 18:00:00,,,,,,
2024-05-28 16:30:00,2024-05-28 19:30:00,,,,,,
2024-05-28 18:00:00,2024-05-28 21:00:00,,,,,,
2024-05-28 19:30:00,2024-05-28 22:30:00,,,,,,
2024-05-28 21:00:00,2024-05-29 00:00:00,,,,,,
2024-05-28 22:30:00,2024-05-29 01:30:00,,,,,,
2024-05-29 00:00:00,2024-05-29 03:00:00,,,,,,
2024-05-29 01:30:00,2024-05-29 04:30:00,,,,,,
2024-05-29 03:00:00,2024-05-29 06:00:00,,,,,,
2024-05-29 04:30:00,2024-05-29 07:30:00,,,,,,
2024-05-29 06:00:00,2024-05-29 09:00:00,,,,,,
2024-05-29 07:30:00,2024-05-29 10:30:00,,,,,,
2024-05-29 09:00:00,2024-05-29 12:00:00,,,,,,
2024-05-29 10:30:00,2024-05-29 13:30:00,,,,,,
2024-05-29 12:00:00,2024-05-29 15:00:00,,,,,,
2024-05-29 13:30:00,2024-05-29 16:30:00,,,,,,
2024-05-29 15:00:00,2024-05-29 18:00:00,,,,,,
2024-05-29 18:00:00,2024-05-29 21:00:00,,,,,,
2024-05-29 16:30:00,2024-05-29 19:30:00,,,,,,
2024-05-29 21:00:00,2024-05-30 00:00:00,,,,,,
2024-05-29 19:30:00,2024-05-29 22:30:00,,,,,,
2024-05-29 22:30:00,2024-05-30 01:30:00,,,,,,
2024-05-30 00:00:00,2024-05-30 03:00:00,,,,,,
2024-05-30 01:30:00,2024-05-30 04:30:00,,,,,,
2024-05-30 03:00:00,2024-05-30 06:00:00,,,,,,
2024-05-30 04:30:00,2024-05-30 07:30:00,,,,,,
2024-05-30 07:30:00,2024-05-30 10:30:00,,,,,,
2024-05-30 06:00:00,2024-05-30 09:00:00,,,,,,
2024-05-30 09:00:00,2024-05-30 12:00:00,,,,,,
2024-05-30 10:30:00,2024-05-30 13:30:00,,,,,,
2024-05-30 13:30:00,2024-05-30 16:30:00,,,,,,
2024-05-30 15:00:00,2024-05-30 18:00:00,,,,,,
2024-05-30 12:00:00,2024-05-30 15:00:00,,,,,,
2024-05-30 16:30:00,2024-05-30 19:30:00,,,,,,
2024-05-30 18:00:00,2024-05-30 21:00:00,,,,,,
2024-05-30 19:30:00,2024-05-30 22:30:00,,,,,,
2024-05-30 21:00:00,2024-05-31 00:00:00,,,,,,
2024-05-30 22:30:00,2024-05-31 01:30:00,,,,,,
2024-05-31 00:00:00,2024-05-31 03:00:00,,,,,,
2024-05-31 01:30:00,2024-05-31 04:30:00,,,,,,
2024-05-31 03:00:00,2024-05-31 06:00:00,,,,,,
2024-05-31 04:30:00,2024-05-31 07:30:00,,,,,,
2024-05-31 06:00:00,2024-05-31 09:00:00,,,,,,
2024-05-31 07:30:00,2024-05-31 10:30:00,,,,,,
2024-05-31 09:00:00,2024-05-31 12:00:00,,,,,,
2024-05-31 10:30:00,2024-05-31 13:30:00,,,,,,
2024-05-31 12:00:00,2024-05-31 15:00:00,,,,,,
2024-05-31 13:30:00,2024-05-31 16:30:00,,,,,,
2024-05-31 15:00:00,2024-05-31 18:00:00,,,,,,
2024-05-31 16:30:00,2024-05-31 19:30:00,,,,,,
2024-05-31 18:00:00,2024-05-31 21:00:00,,,,,,
2024-05-31 19:30:00,2024-05-31 22:30:00,,,,,,
2024-05-31 21:00:00,2024-06-01 00:00:00,,,,,,
2024-05-31 22:30:00,2024-06-01 01:30:00,,,,,,
2024-06-01 00:00:00,2024-06-01 03:00:00,,,,,,
2024-06-01 01:30:00,2024-06-01 04:30:00,,,,,,
2024-06-01 03:00:00,2024-06-01 06:00:00,,,,,,
2024-06-01 04:30:00,2024-06-01 07:30:00,,,,,,
2024-06-01 06:00:00,2024-06-01 09:00:00,4.7,4.6,9.2,270.0,270.0,14.0
2024-06-01 07:30:00,2024-06-01 10:30:00,4.6,4.5,10.9,270.0,270.0,13.0
2024-06-01 09:00:00,2024-06-01 12:00:00,4.3,4.2,10.9,270.0,270.0,13.0
2024-06-01 12:00:00,2024-06-01 15:00:00,4.1,4.0,8.9,269.0,269.0,14.0
2024-06-01 10:30:00,2024-06-01 13:30:00,4.1,4.0,8.9,269.0,269.0,14.0
2024-06-01 13:30:00,2024-06-01 16:30:00,3.9,3.8,8.7,269.0,269.0,14.0
2024-06-01 15:00:00,2024-06-01 18:00:00,3.6,3.5,8.0,270.0,270.0,14.0
2024-06-01 16:30:00,2024-06-01 19:30:00,3.3,3.2,7.7,270.0,270.0,14.0
2024-06-01 19:30:00,2024-06-01 22:30:00,3.1,3.1,7.9,269.0,269.0,14.0
2024-06-01 18:00:00,2024-06-01 21:00:00,3.3,3.2,7.9,269.0,269.0,14.0
2024-06-01 21:00:00,2024-06-02 00:00:00,2.7,2.7,6.4,268.0,268.0,15.0
2024-06-01 22:30:00,2024-06-02 01:30:00,2.4,2.4,5.5,269.0,269.0,15.0
2024-06-02 01:30:00,2024-06-02 04:30:00,2.3,2.3,4.9,270.0,270.0,13.0
2024-06-02 00:00:00,2024-06-02 03:00:00,2.3,2.3,5.2,270.0,270.0,14.0
2024-06-02 03:00:00,2024-06-02 06:00:00,2.2,2.2,4.7,270.0,270.0,14.0
2024-06-02 04:30:00,2024-06-02 07:30:00,2.0,1.9,4.4,269.0,269.0,15.0
2024-06-02 06:00:00,2024-06-02 09:00:00,1.9,1.8,4.5,268.0,268.0,16.0
2024-06-02 09:00:00,2024-06-02 12:00:00,1.5,1.5,3.8,265.0,265.0,23.0
2024-06-02 07:30:00,2024-06-02 10:30:00,1.8,1.8,4.5,268.0,268.0,17.0
2024-06-02 10:30:00,2024-06-02 13:30:00,1.4,1.4,3.6,264.0,264.0,27.0
2024-06-02 12:00:00,2024-06-02 15:00:00,1.2,1.1,3.2,255.0,255.0,43.0
2024-06-02 15:00:00,2024-06-02 18:00:00,0.5,0.4,3.2,256.0,256.0,110.0
2024-06-02 13:30:00,2024-06-02 16:30:00,0.8,0.7,3.2,239.0,239.0,67.0
2024-06-02 16:30:00,2024-06-02 19:30:00,0.3,0.3,1.8,351.0,351.0,74.0
2024-06-02 18:00:00,2024-06-02 21:00:00,0.4,0.3,2.5,322.0,322.0,51.0
2024-06-02 19:30:00,2024-06-02 22:30:00,0.5,0.5,2.5,288.0,288.0,36.0
2024-06-02 21:00:00,2024-06-03 00:00:00,0.7,0.6,2.6,281.0,281.0,33.0
2024-06-02 22:30:00,2024-06-03 01:30:00,0.6,0.6,2.6,253.0,253.0,84.0
2024-06-03 00:00:00,2024-06-03 03:00:00,0.6,0.6,2.5,105.0,105.0,76.0
2024-06-03 01:30:00,2024-06-03 04:30:00,0.7,0.6,2.5,85.0,85.0,58.0
2024-06-03 04:30:00,2024-06-03 07:30:00,0.7,0.6,3.3,91.0,91.0,65.0
2024-06-03 03:00:00,2024-06-03 06:00:00,0.6,0.6,3.0,90.0,90.0,70.0
2024-06-03 07:30:00,2024-06-03 10:30:00,0.6,0.6,2.6,123.0,123.0,83.0
2024-06-03 06:00:00,2024-06-03 09:00:00,0.6,0.6,3.3,95.0,95.0,63.0
2024-06-03 09:00:00,2024-06-03 12:00:00,0.6,0.6,2.6,199.0,199.0,97.0
2024-06-03 10:30:00,2024-06-03 13:30:00,0.8,0.8,3.8,257.0,257.0,68.0
2024-06-03 13:30:00,2024-06-03 16:30:00,1.1,1.0,5.5,274.0,274.0,45.0
2024-06-03 12:00:00,2024-06-03 15:00:00,1.1,1.0,5.5,272.0,272.0,48.0
2024-06-03 15:00:00,2024-06-03 18:00:00,0.9,0.8,4.7,272.0,272.0,51.0
2024-06-03 16:30:00,2024-06-03 19:30:00,0.9,0.8,3.7,276.0,276.0,43.0
2024-06-03 18:00:00,2024-06-03 21:00:00,0.8,0.7,3.3,278.0,278.0,36.0
2024-06-03 19:30:00,2024-06-03 22:30:00,0.7,0.7,2.3,278.0,278.0,32.0
2024-06-03 21:00:00,2024-06-04 00:00:00,0.9,0.8,2.6,279.0,279.0,24.0
2024-06-03 22:30:00,2024-06-04 01:30:00,1.0,0.9,2.6,275.0,275.0,24.0
2024-06-04 00:00:00,2024-06-04 03:00:00,0.9,0.8,2.4,274.0,274.0,27.0
2024-06-04 03:00:00,2024-06-04 06:00:00,0.6,0.6,2.1,261.0,261.0,34.0
2024-06-04 01:30:00,2024-06-04 04:30:00,0.7,0.6,2.2,270.0,270.0,33.0
2024-06-04 04:30:00,2024-06-04 07:30:00,0.6,0.6,3.1,230.0,230.0,60.0
2024-06-04 06:00:00,2024-06-04 09:00:00,0.7,0.7,3.1,206.0,206.0,66.0
2024-06-04 09:00:00,2024-06-04 12:00:00,1.1,1.0,4.2,101.0,101.0,69.0
2024-06-04 07:30:00,2024-06-04 10:30:00,1.0,0.9,4.2,155.0,155.0,106.0
2024-06-04 10:30:00,2024-06-04 13:30:00,1.1,1.0,4.1,118.0,118.0,76.0
2024-06-04 12:00:00,2024-06-04 15:00:00,1.1,1.0,4.3,110.0,110.0,84.0
2024-06-04 13:30:00,2024-06-04 16:30:00,0.8,0.7,4.3,113.0,113.0,85.0
2024-06-04 15:00:00,2024-06-04 18:00:00,0.6,0.5,2.2,111.0,111.0,71.0
2024-06-04 16:30:00,2024-06-04 19:30:00,0.4,0.4,2.0,34.0,34.0,73.0
2024-06-04 18:00:00,2024-06-04 21:00:00,0.3,0.3,0.8,3.0,3.0,40.0
2024-06-04 19:30:00,2024-06-04 22:30:00,0.3,0.3,1.0,17.0,17.0,52.0
2024-06-04 21:00:00,2024-06-05 00:00:00,0.4,0.4,1.5,336.0,336.0,70.0
2024-06-04 22:30:00,2024-06-05 01:30:00,0.6,0.6,1.9,293.0,293.0,35.0
2024-06-05 00:00:00,2024-06-05 03:00:00,0.8,0.7,2.0,290.0,290.0,19.0
2024-06-05 03:00:00,2024-06-05 06:00:00,1.5,1.4,4.7,270.0,270.0,20.0
2024-06-05 01:30:00,2024-06-05 04:30:00,0.9,0.9,3.1,282.0,282.0,20.0
2024-06-05 04:30:00,2024-06-05 07:30:00,2.0,1.9,6.7,266.0,266.0,20.0
2024-06-05 06:00:00,2024-06-05 09:00:00,2.4,2.3,6.7,269.0,269.0,19.0
