window_start,window_end,P_coef_N,H_coef_N,var_red_N,P_coef_E,H_coef_E,var_red_E,P_coef_Z,H_coef_Z,var_red_Z,cc_zero_N_P,cc_max_N_P,cc_lag_N_P,cc_zero_N_H,cc_max_N_H,cc_lag_N_H,cc_zero_E_P,cc_max_E_P,cc_lag_E_P,cc_zero_E_H,cc_max_E_H,cc_lag_E_H,cc_zero_Z_P,cc_max_Z_P,cc_lag_Z_P,cc_zero_Z_H,cc_max_Z_H,cc_lag_Z_H
2024-03-01 04:30:00,2024-03-01 07:30:00,1.9522102820680035e-10,-1.140726427186837e-10,48.34,9.152904995679157e-10,5.1947351228401106e-11,94.5,-8.50087439756225e-09,-3.1958085407057096e-09,31.92,0.6008806757240125,0.6674129397919812,100,-0.35314426405182886,-0.6002823199689077,-100,0.9705284763422986,0.9706364351799026,2,0.0494847464077687,0.5204429811659506,100,-0.5287533035021922,-0.5559752270809448,-73,-0.19613431885780294,-0.41032499124695687,100
2024-03-01 03:00:00,2024-03-01 06:00:00,2.1499610565478826e-10,-7.284905396179578e-11,46.43,9.116001025504077e-10,5.509069574557981e-11,93.65,-8.006003449811235e-09,-1.8440038997214583e-09,30.28,0.6453758560747567,0.6548494500920115,24,-0.21937574449014657,-0.5462498715031651,-100,0.9659773007596087,0.9661903254638443,3,0.057432259274838436,0.5584613194777519,100,-0.5362501258389181,-0.5526522140443247,-64,-0.12267772114349398,-0.3282017917070712,100
2024-03-01 00:00:00,2024-03-01 03:00:00,1.79219374467683e-10,-3.869510669842833e-11,37.37,9.578342322451204e-10,-9.941080986687908e-11,89.98,-3.1004364314958123e-09,-8.17940491173727e-09,32.67,0.5973381797956456,0.5990443080613392,9,-0.13046521473086323,-0.48901333283606996,-100,0.9434967387033792,0.9619061474499031,28,-0.09916235720680051,-0.5128149690849526,-100,-0.20132258868439146,-0.4194472631021637,-100,-0.5347587247736189,-0.5699282230945436,78
2024-03-01 01:30:00,2024-03-01 04:30:00,2.414255587546325e-10,-4.9019887614931956e-11,52.92,9.644490987390058e-10,-3.878354235293628e-11,90.97,-2.2008865836489004e-09,-1.0678818380392771e-08,36.62,0.7129061422919885,0.7208152592677864,18,-0.152109329230486,-0.5390690253567122,-100,0.9529853607878256,0.9592597281927264,16,-0.04813962552873934,0.5175171116562622,100,-0.11643626413219976,-0.3636180938911051,-100,-0.5925852183466328,-0.6015728492977301,40
2024-03-01 06:00:00,2024-03-01 09:00:00,3.152088438215752e-10,-1.48397419665381e-10,54.2,8.379781040937262e-10,-3.872201712672122e-11,84.95,-3.103285350645557e-09,-2.0982559626674787e-09,1.92,0.6667296220467083,0.73415069196438,64,-0.310634563384945,-0.5938145553575999,-100,0.9207008826076698,0.9240932761929246,11,-0.040186291384467596,-0.5254031755870086,-100,-0.11478806111803588,-0.11808754692493335,-57,-0.07781079850792989,-0.14264179833804136,100
2024-03-01 10:30:00,2024-03-01 13:30:00,3.200345924129217e-10,-4.806153029786712e-11,42.13,8.552601534006194e-10,5.771877683486327e-11,82.31,-3.382541808548541e-09,1.5632298567628483e-09,7.66,0.6419964517507133,0.6491786140393191,19,-0.09763863248870801,-0.38715839828776794,-100,0.9051882517209983,0.9058973248472889,5,0.05857821759412753,0.5034874057848844,100,-0.2510949692993456,-0.2890153981015745,91,0.11694372685974845,0.19364600073496513,-100
2024-03-01 07:30:00,2024-03-01 10:30:00,2.7137341191869543e-10,-1.373764277964886e-10,49.31,8.447152625035222e-10,5.942593086716747e-11,85.66,1.5138401588246112e-09,1.5339754653556261e-09,1.33,0.626494656370447,0.708324466228817,72,-0.31557863615607845,-0.5905179464261988,-100,0.9232798793365635,0.9240477133965486,-6,0.06704517843221619,0.6006144140763379,100,0.08105701691798052,0.10254828642990331,-100,0.08199399883808228,0.10783942423292435,100
2024-03-01 09:00:00,2024-03-01 12:00:00,2.939547997646884e-10,-9.943261973229109e-11,48.04,8.786857243749872e-10,7.131696524168204e-11,88.37,2.637924178758986e-10,-2.674817679846811e-10,0.09,0.6579751538116875,0.6946620537313642,46,-0.21480308499725723,-0.5066000773546133,-100,0.9371356200420518,0.9378453506454354,-5,0.07834606600442769,0.5660002958675738,100,0.020539171546285817,0.02054809082056764,-2,-0.02150419744878529,-0.029201296827381987,100
2024-03-01 12:00:00,2024-03-01 15:00:00,4.885158681598366e-10,-6.91578405781299e-11,36.55,8.076644862074524e-10,9.598644405112396e-11,52.38,6.232386698031842e-09,-2.4298994865562644e-09,7.99,0.5984207628216934,0.5991063364072013,5,-0.08780954546433287,-0.3669719514691435,-100,0.7184942628563468,0.7262564437331885,11,0.08450608011605351,0.5104077542475676,100,0.2633505168104501,0.26694082973604316,20,-0.10376339392908619,-0.23112414365993,-100
2024-03-01 16:30:00,2024-03-01 19:30:00,-9.90863342791044e-13,-1.8976462635887466e-10,5.84,7.16130271471566e-10,-1.0861546313142045e-10,34.91,7.015646558413151e-09,2.4239370931696215e-08,15.18,-0.0008718516036758816,-0.11262504219151881,-100,-0.24157050949439954,-0.24670041141279705,-56,0.5841881972957131,0.5856129247923336,11,-0.08855529081641388,-0.3899550598517858,-100,0.10781912070492955,0.2668420276560332,-100,0.37445405125833087,0.3871956540638625,51
