window_start,window_end,P_coef_N,H_coef_N,var_red_N,P_coef_E,H_coef_E,var_red_E,P_coef_Z,H_coef_Z,var_red_Z,cc_zero_N_P,cc_max_N_P,cc_lag_N_P,cc_zero_N_H,cc_max_N_H,cc_lag_N_H,cc_zero_E_P,cc_max_E_P,cc_lag_E_P,cc_zero_E_H,cc_max_E_H,cc_lag_E_H,cc_zero_Z_P,cc_max_Z_P,cc_lag_Z_P,cc_zero_Z_H,cc_max_Z_H,cc_lag_Z_H
2024-03-16 16:30:00,2024-03-16 19:30:00,-2.141654613711175e-11,2.5405385492335626e-10,44.81,-3.646999188772192e-11,-2.0456990240767147e-10,40.97,-5.1625098146851994e-12,-7.346817026867678e-12,0.21,-0.04583265280587399,-0.37965058781552996,100,0.6670053969981041,0.6673496907801894,-4,-0.12230784068655282,-0.4579163491346454,-100,-0.6301108873781799,-0.6304698304549837,-3,-0.02594217579639716,-0.06930557462174114,-100,-0.03780478938339625,-0.04930488890962571,-22
2024-03-16 18:00:00,2024-03-16 21:00:00,7.0482639388836655e-12,3.4874248262621517e-10,51.51,-2.5940580900527036e-11,-2.2158742954402662e-10,37.15,-9.491177634625159e-12,-3.717616578243533e-11,3.12,0.014105504609333373,0.43818795185065096,-100,0.7175607794844227,0.7176662018023433,-1,-0.06967556914348183,-0.432744318615836,-100,-0.6055539520080104,-0.6072282148729686,-5,-0.04308731601839444,-0.17020438523469603,-100,-0.171219529075704,-0.1837836770911793,37
2024-03-16 15:00:00,2024-03-16 18:00:00,-3.407822420310283e-11,2.5525067898657083e-10,44.25,-6.30871678592174e-11,-1.7622383482534744e-10,31.66,-4.180160396156436e-11,-1.568003898482922e-11,4.17,-0.0975224110269816,-0.4338675164696238,100,0.6595123540787196,0.6602185756788187,5,-0.18194684260031535,-0.4648685492311954,-100,-0.5294367835147554,-0.5298762331292183,-3,-0.19102264031643346,-0.23095233198203527,-100,-0.06910342385040075,-0.14557981344195123,100
2024-03-16 19:30:00,2024-03-16 22:30:00,6.946787533737648e-11,3.642321695291857e-10,80.16,2.32614416883209e-12,-2.1614915745646465e-10,63.49,-1.67642135661784e-11,-6.964029995078866e-11,2.82,0.16737976463043477,0.6050020818527211,-100,0.8794591353563727,0.8914944908077272,27,0.008887751541658091,-0.46324455348954224,-100,-0.7967776476130123,-0.8005249961064654,-11,-0.03924592118406313,-0.11631534602554511,-100,-0.1631457583947543,-0.16947322621079758,53
2024-03-17 00:00:00,2024-03-17 03:00:00,4.2655869067724234e-11,2.9478635714682767e-10,78.4,5.767548759443333e-12,-1.8200877787206882e-10,58.73,-2.0102827578391064e-11,-8.67433714137412e-11,1.07,0.12270804332427585,0.5148326033876316,-100,0.8763944813888135,0.8829497910945855,21,0.01949383235559809,-0.37720666804173475,-100,-0.7662259513066677,-0.7708765569075375,-18,-0.022415558204126183,-0.061119492955041765,-100,-0.10075038358520588,-0.10263595617713563,51
2024-03-16 21:00:00,2024-03-17 00:00:00,8.10206877838253e-11,3.3904809716249856e-10,89.16,-1.5900390055053476e-12,-2.1873606858534422e-10,80.19,-1.3550941536138789e-11,-6.609000619591232e-11,4.12,0.24141237778333346,0.6611003628386463,-100,0.9181097731594913,0.9421328831980731,35,-0.027360050792660684,-0.5212256045708523,-100,-0.895434863133014,-0.8972941485741867,-9,-0.04526078347256316,-0.13432987244193786,-100,-0.19880422221653532,-0.20255768124536072,37
2024-03-16 22:30:00,2024-03-17 01:30:00,4.9663070936077365e-11,3.67954865770788e-10,86.78,2.177885352558452e-11,-2.3174148756083156e-10,78.16,-1.3965219090787253e-11,-5.820027558132983e-11,4.53,0.12303950211635974,0.6286717185444557,-100,0.9231895625304388,0.9317656382049434,19,0.08385979843437705,0.5466961303049692,100,-0.8801980766040345,-0.8920576617332814,-22,-0.04926038041725468,-0.1505471992086259,-100,-0.2068847914765977,-0.21171305962856235,38
2024-03-17 01:30:00,2024-03-17 04:30:00,5.723957825590319e-11,3.0041652995947847e-10,76.39,6.169295882205494e-12,-1.86114268871533e-10,70.53,-2.5016842182645125e-11,-7.484097001529537e-11,9.86,0.16300140312055209,0.5238775109730601,-100,0.8587269619312512,0.8766623747422939,34,0.027082768751325856,-0.3992936269657799,-100,-0.8393997379247754,-0.8446794291049615,-18,-0.09890748680142804,-0.20623118447032096,-100,-0.2980248158102741,-0.31086228047608055,77
2024-03-17 04:30:00,2024-03-17 07:30:00,2.7739806950568537e-11,3.1850396111136223e-10,81.05,5.515630119139097e-13,-2.1780113406036222e-10,79.59,7.366275966417366e-12,-5.496703286376788e-11,1.33,0.0812080212693076,0.47116093752863347,-100,0.8967350947645402,0.9030014643879699,21,0.00068305121456423,-0.42822573732457214,-100,-0.8921281842551696,-0.8940331994466503,-12,0.015409700741472375,0.06374162629916415,100,-0.1142677598543262,-0.11464678719986839,-18
2024-03-17 03:00:00,2024-03-17 06:00:00,3.549793586967842e-11,3.399011917897157e-10,81.55,4.03864581991648e-12,-2.3041873133739484e-10,82.59,4.0738786319227675e-12,-5.3724656266158276e-11,12.59,0.11939461594120473,0.5316551868249363,-100,0.8979957379510449,0.9049915476183115,21,-0.008311877995645147,-0.4602992529914611,-100,-0.9086333309673652,-0.9102393251793767,-10,0.01796627588363127,0.16910575659067933,100,-0.3537737417468801,-0.3552668880952508,-20
2024-03-17 06:00:00,2024-03-17 09:00:00,2.3400498197901405e-11,3.010768933126709e-10,74.56,-2.1204670076355205e-12,-2.064695754505834e-10,68.16,9.882143215083482e-12,-2.773733912933728e-11,0.26,0.07251087255407793,0.4571599967681113,-100,0.8607192714637859,0.8689284141017166,23,-0.01229889055352959,-0.4341968977502823,-100,-0.8255602273986019,-0.8278473638017316,-12,0.017500207914982645,0.04177207862065812,100,-0.048313612311384736,-0.04831392754219531,-1
2024-03-17 12:00:00,2024-03-17 15:00:00,1.1286312478190767e-10,2.4958853196422554e-10,28.86,9.316121161632249e-11,-2.3795482482510535e-10,27.46,-2.505139083343318e-11,-4.582930251276861e-11,1.36,0.2320690591226438,0.42512921185572583,-100,0.48788234088590166,0.5047001658862358,58,0.19018822240654867,0.3306862746545866,100,-0.4854723588776368,-0.5264852989531503,-60,-0.057713892955316703,-0.09752392249218512,-100,-0.10229496035123542,-0.11750921435996363,67
